Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ dịch vụ	Mix Boutique R602 – So close Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ chung cư	2,5BRs 2 mins walk to Hoan Kiem Lake & Opera House	6 khách · 2 Phòng ngủ · 1 phòng tắm	643,475₫/đêm 714,972₫	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ Studio	⭐Tuna Homestay - Super quiet & fully furnished studio in the heart of Ba Đình district⭐	2 khách · 1 Phòng ngủ · 1 phòng tắm	520,000₫/đêm	Ba Đình, Hà Nội, Vietnam	5	
Căn hộ dịch vụ	TIMESTAY / 2BR / DAWN VIEW / GREEN + MODERN SPACE	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ chung cư	Green House Service Apartment	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,096,290₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	[NEW] White House West Lake - Private house	4 khách · 2 Phòng ngủ · 2 phòng tắm	700,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	5	
Khác	Bla Bla Homestay Hanoi	4 khách · 1 Phòng ngủ · 2 phòng tắm	924,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	Hanoi Westlake cozy and luxury 1-bedroom Green room	2 khách · 1 Phòng ngủ · 1 phòng tắm	820,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	BaDi house-Nhà riêng khu phố cổ	10 khách · 4 Phòng ngủ · 5 phòng tắm	1,200,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ chung cư · Chung cư Sun Grand City Ancora Residence	Scandinavian Apt✩2Brs✩City view✩Sun Grand Ancora	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,132,565₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Nhà riêng	CASA HOUSE - HÀ NỘI PHỐ	3 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	FL2. HỒNG HÀ APARTMENT & HOMESTAY 10 NGÕ VẠN KIẾP, HOÀN KIẾM, HÀ NỘI	5 khách · 1 Phòng ngủ · 2 phòng tắm	805,000₫/đêm 1,150,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	Family House - Home Garden Resort Sóc Sơn	10 khách · 2 Phòng ngủ · 1 phòng tắm	2,100,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Metropolis	Vinhomes Metropolis Apartment M2-33F	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,800,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Lucky House - Suite	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,005,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Dalanha Homestay - Khu tập thể Bộ Lao động	4 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Tòa nhà 559 Kim Mã, Ba Đình, Hà Nội.	8 khách · 2 Phòng ngủ · 2 phòng tắm	3,574,860₫/đêm	Ba Đình, Hà Nội, Vietnam	
Khác	ARL Kim Mã • Phòng Luxury Giường King • BỒN TẮM • 701	2 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Le petit HANOI (202)	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Nhà riêng	Bungalow Room 3 apartment - Tản Đà Spa Resort	6 khách · 3 Phòng ngủ · 2 phòng tắm	6,500,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Melia Ba Vi Mountain Retreat - Premium Double Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	4,860,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Melia Ba Vi Mountain Retreat - Grand Suite room	2 khách · 1 Phòng ngủ · 1 phòng tắm	5,750,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ Studio	LOVELY STUDIO * 3 MIN TO HOAN KIEM LAKE	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,125,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ · Chung cư Lancaster Núi Trúc	LANCASTER CITY LIVING - 3 BEDROOMS APARTMENT	8 khách · 3 Phòng ngủ · 3 phòng tắm	3,478,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư · Sky Center	Bluehome apartment - studio one bedroom	1 khách · 1 Phòng ngủ · 1 phòng tắm	577,500₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ Studio	Vinhomes Green Bay 01 Br	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ chung cư	Buddy's house-di 10 phut den ho Hoan Kiem- 2 phòng ngủ- 1 phòng khách và 1 phòng bếp-tất cả các phòng đều có cửa sổ thoáng.	6 khách · 2 Phòng ngủ · 1 phòng tắm	667,307₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ dịch vụ	Little Tree House - The Military twin	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ dịch vụ	Myhometel	2 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Palmo Serviced Apartment 1- L602	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	PSI PSI HOUSE - SUNNY ROOM	2 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Căn hộ 1 ngủ cao cấp tại Trần Thái Tông, Cầu Giấy	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Nhà riêng	Song Song Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	HY HOMESTAY tầng 4	3 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ chung cư	nehob city	2 khách · 1 Phòng ngủ · 1 phòng tắm	508,200₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Căn hộ dịch vụ cao cấp POONSA tại Cầu giấy	2 khách · 1 Phòng ngủ · 1 phòng tắm	880,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ chung cư	Nehob City	3 khách · 1 Phòng ngủ · 1 phòng tắm	554,400₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ dịch vụ	sweet apartment with 1 bed room	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ Studio	Spacious, cozy Zin's Homestay	4 khách · 1 Phòng ngủ · 1 phòng tắm	875,000₫/đêm	Long Biên, Hà Nội, Vietnam	
Căn hộ chung cư	Suji Home 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Alaya Serviced Apartment 4.201	2 khách · 1 Phòng ngủ · 1 phòng tắm	571,978₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Nhà riêng	BON BON Cafe & Homestay	32 khách · 9 Phòng ngủ · 9 phòng tắm	9,600,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ Studio	Satori Homestay- Grey Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Biệt Thự	Tuna Homestay - 6 giường 2	6 khách · 1 Phòng ngủ · 5 phòng tắm	900,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ chung cư	Vinhomes Greenbay	4 khách · 2 Phòng ngủ · 1 phòng tắm	1,250,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Căn Hộ Studio 2 Giường Đơn Tại Hoàng Quốc Việt, Cầu Giấy	2 khách · 1 Phòng ngủ · 1 phòng tắm	619,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Nhà riêng	Phòng 45m2 cho 5 người lớn - sau Nhà Hát Lớn hanoi	6 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Căn hộ dịch vụ Helena house: rộng rãi, ánh sáng tự nhiên, sân thượng nhìn ra toàn cảnh hồ Tây	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,120,123₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Biệt Thự	BRICK HOME Sóc Sơn	20 khách · 3 Phòng ngủ · 3 phòng tắm	3,500,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	
Biệt Thự	Hương ly 1 TẢN LĨNH	9 khách · 2 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ chung cư	Nam Phuong Home - Blossom/huge balcony	3 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Căn hộ dịch vụ	Sapien Hanoi Old Quarter	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Khác	Quyet Homestay #2 (Halong Bay room & balcony)	2 khách · 1 Phòng ngủ · 1 phòng tắm	333,654₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư	The *Sunshine Balcony Homestay* near Hoan Kiem Lake	3 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	AQA Homestay - The Church Room	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Khác	Lan Hostel Room 302	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Nythome Giang Vo - Vip 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Royal House - Family Full house	4 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Metropolis	Vinhomes Metropolis for 04 bedroom lake view	8 khách · 4 Phòng ngủ · 2 phòng tắm	4,000,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	3 BEDROOMS LUXURY DUPLEX APARTMENT - LAKE VIEW	6 khách · 3 Phòng ngủ · 1 phòng tắm	1,599,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	Nhà Ta - Our Home	4 khách · 1 Phòng ngủ · 1 phòng tắm	815,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	SaziHome- Căn hộ studio có ban công đầy phong cách/Nhà Hát Lớn HN	3 khách · 1 Phòng ngủ · 1 phòng tắm	765,000₫/đêm 850,000₫	Hoàn Kiếm, Hà Nội, Vietnam	5	
Nhà riêng	Naba House - A quiet place with garden on top for relaxing	3 khách · 1 Phòng ngủ · 1 phòng tắm	490,000₫/đêm	Long Biên, Hà Nội, Vietnam	
Căn hộ chung cư	DISCOUNT 10% INCOHOME 11.16-3br Modern Apt* with Sunny balcony	6 khách · 3 Phòng ngủ · 2 phòng tắm	617,500₫/đêm 650,000₫	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes SkyLake	Premium 1BR, 34FL Vinhomes Skylake, near Keangnam	4 khách · 1 Phòng ngủ · 1 phòng tắm	929,464₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	1	
Nhà riêng	NR OLD QUARTER/Kalon Homestay - 2BR Dairo Apartment	5 khách · 2 Phòng ngủ · 1 phòng tắm	786,469₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ chung cư	Li.A House #01 Metropolis 1BR Business Apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,500,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Royal City	#Luxury apartment 2BR 5**#Vincom Royal-Garden view	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,477,609₫/đêm	Thanh Xuân, Hà Nội, Vietnam	
Căn hộ dịch vụ	2 BR sunlight apartment near Giang Vo lake	6 khách · 2 Phòng ngủ · 1 phòng tắm	786,469₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	PERFECT TWO BEDROOM FOR COUPLE IN HANOI CENTER	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,599,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	Balcony Duplex on Beer Street, Food Corner	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ chung cư · Chung cư Skylight 125D Minh Khai	Căn hộ Sky Light 105m2, 2PN tầng cao, view đẹp, sạch sẽ, rộng rãi tại 125D Minh Khai, Hai Bà Trưng, Hà Nội	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,000,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Nhà riêng	West Lake, Quang An, Apt w Temple View&Best Services 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ Studio	DongA Apartment 131 Nghi Tam	4 khách · 2 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ Studio	Indochine Ceramic Garden	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,191,620₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư	Test1	3 khách · 2 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ Studio	Central Lacquer Villa - Gentle Room	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,191,620₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	Smile Apt near LOTTE/EMBASSY AUS & JP*FREE BYCICLE	2 khách · 1 Phòng ngủ · 1 phòng tắm	536,870₫/đêm	Ba Đình, Hà Nội, Vietnam	
Biệt Thự	Floriane Cafe and Stay	15 khách · 4 Phòng ngủ · 4 phòng tắm	2,300,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ dịch vụ	Sunshine Palace Apartment	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,180,000₫/đêm	Hoàng Mai, Hà Nội, Vietnam	
Biệt Thự	Xanh Villas - Deluxe Pool Villa	6 khách · 3 Phòng ngủ · 3 phòng tắm	8,800,000₫/đêm 11,000,000₫	Thạch Thất, Hà Nội, Vietnam	
Căn hộ Studio	LOVELY Apartment || Full Kitchen || Center of Ha Noi - HA 2488	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Đống Đa, Hà Nội, Vietnam	
Nhà riêng	Maison du coeur - Hang Bac Vintage room	2 khách · 1 Phòng ngủ · 2 phòng tắm	650,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Căn hộ dịch vụ	The White House 201 - Lakeside Villa Garden - Hồ Đồng Đò - BBQ - Tiệc Ngoài Trời	4 khách · 1 Phòng ngủ · 1 phòng tắm	799,200₫/đêm 999,000₫	Sóc Sơn, Hà Nội, Vietnam	1	
Căn hộ Studio	Pinky House - Căn hộ 1 phòng ngủ*FreeGym*Hoang Cau Lake	2 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm	Đống Đa, Hà Nội, Vietnam	7	
Nhà riêng	Maison du coeur - Hang Bac Cup n Tea room	4 khách · 1 Phòng ngủ · 2 phòng tắm	890,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	6	
Nhà riêng	Maison du coeur - Hang Bac Woody room	2 khách · 1 Phòng ngủ · 2 phòng tắm	890,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Căn hộ Studio	Pinky House 5.3 Hoàng cầu Đống Đa	3 khách · 1 Phòng ngủ · 1 phòng tắm	380,000₫/đêm	Đống Đa, Hà Nội, Vietnam	1	
Căn hộ dịch vụ	Hanoi Home 2 - Căn hộ dịch vụ view Hồ Tây, miễn phí xe đạp (2nd floor)	2 khách · 1 Phòng ngủ · 1 phòng tắm	510,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	7	
Căn hộ dịch vụ	Capsule Hanoi Luxury 303, view đẹp, yên tĩnh gần Lăng Bác cùng các địa điểm du lịch và khu ẩm thực phố cổ Hà Nội.	3 khách · 1 Phòng ngủ · 1 phòng tắm	330,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	⭐HONEST Studio - 3' to WestLake - LOCAL food area⭐	3 khách · 1 Phòng ngủ · 1 phòng tắm	350,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	Khai's Homestay 01	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Capsule Box - Momento House 3 - 700m to Hoan Kiem lake	4 khách · 1 Phòng ngủ · 1 phòng tắm	270,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	RUBY • TAY HO • 12C	3 khách · 1 Phòng ngủ · 1 phòng tắm	745,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	West Lake Apartment _R102	4 khách · 1 Phòng ngủ · 1 phòng tắm	381,318₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ Studio	Dear Home - Central Hanoi Studio	4 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Căn hộ chung cư	Imperia Garden 3Bdrs 2Bathrooms	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,547,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	
Căn hộ dịch vụ · Vinhomes Times City	♥️[BAYHOMES] TIMES CITY /HA NOI CENTER/2BR	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,350,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ dịch vụ	Comfy Family I Balcony & Quiet Place I Cau Giay - HA 2169	4 khách · 1 Phòng ngủ · 1 phòng tắm	504,000₫/đêm 630,000₫	Cầu Giấy, Hà Nội, Vietnam	
Nhà riêng	★Cả nhà 3 tầng_Mintea Homestay★ Phố cổ _ 5 Phút đi bộ ra bờ hồ Hoàn Kiếm★	6 khách · 2 Phòng ngủ · 2 phòng tắm	891,000₫/đêm 990,000₫	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư	Beautiful Designer Queen Room Suite - HN 2371 (QN502)	2 khách · 1 Phòng ngủ · 1 phòng tắm	416,000₫/đêm 520,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	BENNY COZY HOUSE	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,201,200₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	2	
Căn hộ chung cư	Beautiful Designer Queen Room Suite - HN 2371 (QN602)	2 khách · 1 Phòng ngủ · 1 phòng tắm	416,000₫/đêm 520,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư	Beautiful Designer Queen Room Suite - HN 2371 (QN702)	2 khách · 1 Phòng ngủ · 1 phòng tắm	416,000₫/đêm 520,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	Beautiful Designer Queen Room Suite - HN 2371 (QN701)	2 khách · 1 Phòng ngủ · 1 phòng tắm	416,000₫/đêm 520,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	Beautiful Designer King Room Suite - HN 2371 (QN601)	2 khách · 1 Phòng ngủ · 1 phòng tắm	416,000₫/đêm 520,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	Su Casa - Room 501	3 khách · 1 Phòng ngủ · 1 phòng tắm	799,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Spacious Designer Room || Balcony || - HN 2371 (501)	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 540,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	BHome Apartment 402	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	Morden Twin Room Heart of HaNoi || No Cleaning Fee - HA 2408	2 khách · 1 Phòng ngủ · 1 phòng tắm	448,000₫/đêm 560,000₫	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ dịch vụ	LiA House #18 Metropolis 2BR Alluring Flat	4 khách · 2 Phòng ngủ · 2 phòng tắm	2,100,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	AMAZING Cosy Flat - 2 Minutes to Hoan Kiem Lake	3 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes SkyLake	LUXURY CONDOTEL 3BR/30F VINHOMES SKYLAKE KEANGNAM	7 khách · 3 Phòng ngủ · 2 phòng tắm	1,570,800₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ Studio	The Bamboo - Hang Bong - Lema Home	4 khách · 1 Phòng ngủ · 1 phòng tắm	710,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	S Otel DN Spacious Designer Room || Bacolny || - HN 2371 (302)	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 540,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	Spacious Designer Room || Balcony || - HN 2371 (402)	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 540,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	Spacious Designer Room || Balcony || - HN 2371 (502)	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 540,000₫	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Căn Hộ phố Hàng Buồm, trung tâm Hà Nội, 1 bước ra hồ gươm, phố đi bộ #1	4 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Pinky House 3.2 Beautiful *FREEGYM* Hoangcaulake	3 khách · 1 Phòng ngủ · 1 phòng tắm	429,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ Studio	Lovely Apartment || Full Kitchen || Quiet Place - HA 2754	2 khách · 1 Phòng ngủ · 1 phòng tắm	472,000₫/đêm 590,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Le Blanc Room - Langmandi Homestay	4 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	13	
Căn hộ dịch vụ	Spacious Apartment | Full Kitchen | Quiet Place - HA 2754	2 khách · 1 Phòng ngủ · 1 phòng tắm	472,000₫/đêm 590,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Sweetest Studio in the Heart of Hanoi - HoLo Fairy House Hanoi	3 khách · 1 Phòng ngủ · 1 phòng tắm	630,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Nhà riêng	Căn Hộ phố Hàng Buồm, trung tâm Hà Nội, 1 bước ra hồ gươm, phố đi bộ #FullHouse	8 khách · 3 Phòng ngủ · 3 phòng tắm	1,450,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Royal City	PINKY HOUSE - Căn Hộ CAO CẤP Royal City	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,072,458₫/đêm	Thanh Xuân, Hà Nội, Vietnam	
Căn hộ dịch vụ	Beautiful Apartment Near Center Ha Noi City - HA 2146	2 khách · 1 Phòng ngủ · 1 phòng tắm	480,000₫/đêm 600,000₫	Tây Hồ, Hà Nội, Vietnam	
Căn hộ dịch vụ	MOONLIGHT APARTMENT - 2BDRS wt. 2 Double Beds - Balcony in Cau Giay Distr.	4 khách · 2 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ Studio	Minimalism Studio - Balbony - Easternstay - 202	2 khách · 1 Phòng ngủ · 1 phòng tắm	340,000₫/đêm 400,000₫	Tây Hồ, Hà Nội, Vietnam	1	
Căn hộ chung cư	MADAGASCAR APARTMENT - 2BDRS - Balcony in Cau Giay Distr	4 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Nhà riêng	MIAH BOUTIQUE: New | Central | Nice view | Family room 2	4 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 900,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	Olenji Homestay - Autumn Room - Tạm Thương	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	5	
Nhà riêng	MIAH BOUTIQUE: New | Central | Nice view | Family room 3	4 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 900,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Mix Boutique R102 – Cinematic Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	580,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Nhà riêng	MIAH BOUTIQUE: New | Central | Nice view | Triple room 2	3 khách · 1 Phòng ngủ · 1 phòng tắm	467,500₫/đêm 850,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	MIAH BOUTIQUE: New | Central | Nice view | Triple room 3	3 khách · 1 Phòng ngủ · 1 phòng tắm	467,500₫/đêm 850,000₫	Hoàn Kiếm, Hà Nội, Vietnam	
